Month,HEADLINE_CPI_USA,IR3TIB_USA,IRLT_USA,IRSTCI_USA,CORE_CPI_USA,DGS2_USA,DIV_YIELD_USA,CREDIT_SPREAD_BAA_USA,CREDIT_SPREAD_AAA_USA,HY_SPREAD_USA,SPREAD_10Y3M_USA,SPREAD_10Y2Y_USA,SPREAD_BAA_AAA_USA
2013-06,1.7,0.19,2.3,0.09,233.35,0.3335,142.69799999999998,2.87,1.91,,2.11,1.9665,0.9600000000000002
2013-06,1.7,0.19,2.3,0.09,233.35,0.3335,142.69799999999998,2.86,1.89,,2.11,1.9665,0.97
2013-06,1.7,0.19,2.3,0.09,233.35,0.3335,142.69799999999998,2.88,1.86,,2.11,1.9665,1.0199999999999998
2013-06,1.7,0.19,2.3,0.09,233.35,0.3335,142.69799999999998,2.89,1.88,,2.11,1.9665,1.0100000000000002
2013-06,1.7,0.19,2.3,0.09,233.35,0.3335,142.69799999999998,2.92,1.89,,2.11,1.9665,1.03
2013-06,1.7,0.19,2.3,0.09,233.35,0.3335,142.69799999999998,2.83,1.8,,2.11,1.9665,1.03
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,2.83,1.8,,2.44,2.2390909090909092,1.03
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,2.81,1.8,,2.44,2.2390909090909092,1.01
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,2.8,1.76,,2.44,2.2390909090909092,1.0399999999999998
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,,,,2.44,2.2390909090909092,
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,2.77,1.72,,2.44,2.2390909090909092,1.05
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,2.79,1.71,,2.44,2.2390909090909092,1.08
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,2.78,1.72,,2.44,2.2390909090909092,1.0599999999999998
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,2.75,1.72,,2.44,2.2390909090909092,1.03
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,2.77,1.74,,2.44,2.2390909090909092,1.03
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,2.77,1.76,,2.44,2.2390909090909092,1.01
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,2.76,1.76,,2.44,2.2390909090909092,0.9999999999999998
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,2.74,1.75,,2.44,2.2390909090909092,0.9900000000000002
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,2.74,1.77,,2.44,2.2390909090909092,0.9700000000000002
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,2.75,1.79,,2.44,2.2390909090909092,0.96
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,2.74,1.8,,2.44,2.2390909090909092,0.9400000000000002
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,2.71,1.79,,2.44,2.2390909090909092,0.92
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,2.7,1.78,,2.44,2.2390909090909092,0.9200000000000002
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,2.67,1.76,,2.44,2.2390909090909092,0.91
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,2.69,1.77,,2.44,2.2390909090909092,0.92
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,2.67,1.75,,2.44,2.2390909090909092,0.92
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,2.69,1.76,,2.44,2.2390909090909092,0.93
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,2.68,1.77,,2.44,2.2390909090909092,0.91
2013-07,1.8,0.14,2.58,0.09,233.88,0.3409090909090909,142.69799999999998,2.68,1.78,,2.44,2.2390909090909092,0.9000000000000001
2013-08,1.3,0.12,2.74,0.08,234.336,0.3563636363636364,142.69799999999998,2.66,1.77,,2.62,2.383636363636364,0.8900000000000001
2013-08,1.3,0.12,2.74,0.08,234.336,0.3563636363636364,142.69799999999998,2.68,1.79,,2.62,2.383636363636364,0.8900000000000001
2013-08,1.3,0.12,2.74,0.08,234.336,0.3563636363636364,142.69799999999998,2.7,1.79,,2.62,2.383636363636364,0.91
2013-08,1.3,0.12,2.74,0.08,234.336,0.3563636363636364,142.69799999999998,2.69,1.8,,2.62,2.383636363636364,0.8899999999999999
2013-08,1.3,0.12,2.74,0.08,234.336,0.3563636363636364,142.69799999999998,2.72,1.81,,2.62,2.383636363636364,0.91
2013-08,1.3,0.12,2.74,0.08,234.336,0.3563636363636364,142.69799999999998,2.73,1.83,,2.62,2.383636363636364,0.8999999999999999
2013-08,1.3,0.12,2.74,0.08,234.336,0.3563636363636364,142.69799999999998,2.74,1.84,,2.62,2.383636363636364,0.9000000000000001
2013-08,1.3,0.12,2.74,0.08,234.336,0.3563636363636364,142.69799999999998,2.72,1.84,,2.62,2.383636363636364,0.8800000000000001
2013-08,1.3,0.12,2.74,0.08,234.336,0.3563636363636364,142.69799999999998,2.72,1.83,,2.62,2.383636363636364,0.8900000000000001
2013-08,1.3,0.12,2.74,0.08,234.336,0.3563636363636364,142.69799999999998,2.72,1.82,,2.62,2.383636363636364,0.9000000000000001
2013-08,1.3,0.12,2.74,0.08,234.336,0.3563636363636364,142.69799999999998,2.7,1.83,,2.62,2.383636363636364,0.8700000000000001
2013-08,1.3,0.12,2.74,0.08,234.336,0.3563636363636364,142.69799999999998,2.7,1.82,,2.62,2.383636363636364,0.8800000000000001
2013-08,1.3,0.12,2.74,0.08,234.336,0.3563636363636364,142.69799999999998,2.7,1.83,,2.62,2.383636363636364,0.8700000000000001
2013-08,1.3,0.12,2.74,0.08,234.336,0.3563636363636364,142.69799999999998,2.72,1.84,,2.62,2.383636363636364,0.8800000000000001
2013-08,1.3,0.12,2.74,0.08,234.336,0.3563636363636364,142.69799999999998,2.71,1.82,,2.62,2.383636363636364,0.8899999999999999
2013-08,1.3,0.12,2.74,0.08,234.336,0.3563636363636364,142.69799999999998,2.68,1.79,,2.62,2.383636363636364,0.8900000000000001
2013-08,1.3,0.12,2.74,0.08,234.336,0.3563636363636364,142.69799999999998,2.67,1.78,,2.62,2.383636363636364,0.8899999999999999
2013-08,1.3,0.12,2.74,0.08,234.336,0.3563636363636364,142.69799999999998,2.67,1.81,,2.62,2.383636363636364,0.8599999999999999
2013-08,1.3,0.12,2.74,0.08,234.336,0.3563636363636364,142.69799999999998,2.66,1.79,,2.62,2.383636363636364,0.8700000000000001
2013-08,1.3,0.12,2.74,0.08,234.336,0.3563636363636364,142.69799999999998,2.65,1.8,,2.62,2.383636363636364,0.8499999999999999
2013-08,1.3,0.12,2.74,0.08,234.336,0.3563636363636364,142.69799999999998,2.62,1.77,,2.62,2.383636363636364,0.8500000000000001
2013-08,1.3,0.12,2.74,0.08,234.336,0.3563636363636364,142.69799999999998,2.56,1.71,,2.62,2.383636363636364,0.8500000000000001
2013-09,0.8,0.11,2.81,0.08,234.7,0.404,142.69799999999998,,,,2.7,2.406,
2013-09,0.8,0.11,2.81,0.08,234.7,0.404,142.69799999999998,2.58,1.75,,2.7,2.406,0.8300000000000001
2013-09,0.8,0.11,2.81,0.08,234.7,0.404,142.69799999999998,2.55,1.73,,2.7,2.406,0.8199999999999998
2013-09,0.8,0.11,2.81,0.08,234.7,0.404,142.69799999999998,2.55,1.74,,2.7,2.406,0.8099999999999998
2013-09,0.8,0.11,2.81,0.08,234.7,0.404,142.69799999999998,2.59,1.78,,2.7,2.406,0.8099999999999998
2013-09,0.8,0.11,2.81,0.08,234.7,0.404,142.69799999999998,2.6,1.78,,2.7,2.406,0.8200000000000001
2013-09,0.8,0.11,2.81,0.08,234.7,0.404,142.69799999999998,2.61,1.77,,2.7,2.406,0.8399999999999999
2013-09,0.8,0.11,2.81,0.08,234.7,0.404,142.69799999999998,2.61,1.78,,2.7,2.406,0.8299999999999998
2013-09,0.8,0.11,2.81,0.08,234.7,0.404,142.69799999999998,2.61,1.77,,2.7,2.406,0.8399999999999999
2013-09,0.8,0.11,2.81,0.08,234.7,0.404,142.69799999999998,2.64,1.79,,2.7,2.406,0.8500000000000001
2013-09,0.8,0.11,2.81,0.08,234.7,0.404,142.69799999999998,2.68,1.84,,2.7,2.406,0.8400000000000001
2013-09,0.8,0.11,2.81,0.08,234.7,0.404,142.69799999999998,2.67,1.85,,2.7,2.406,0.8199999999999998
2013-09,0.8,0.11,2.81,0.08,234.7,0.404,142.69799999999998,2.75,1.94,,2.7,2.406,0.81
2013-09,0.8,0.11,2.81,0.08,234.7,0.404,142.69799999999998,2.72,1.9,,2.7,2.406,0.8200000000000003
2013-09,0.8,0.11,2.81,0.08,234.7,0.404,142.69799999999998,2.68,1.87,,2.7,2.406,0.81
2013-09,0.8,0.11,2.81,0.08,234.7,0.404,142.69799999999998,2.7,1.88,,2.7,2.406,0.8200000000000003
2013-09,0.8,0.11,2.81,0.08,234.7,0.404,142.69799999999998,2.68,1.86,,2.7,2.406,0.8200000000000001
2013-09,0.8,0.11,2.81,0.08,234.7,0.404,142.69799999999998,2.7,1.87,,2.7,2.406,0.8300000000000001
2013-09,0.8,0.11,2.81,0.08,234.7,0.404,142.69799999999998,2.72,1.89,,2.7,2.406,0.8300000000000003
2013-09,0.8,0.11,2.81,0.08,234.7,0.404,142.69799999999998,2.73,1.9,,2.7,2.406,0.8300000000000001
2013-09,0.8,0.11,2.81,0.08,234.7,0.404,142.69799999999998,2.75,1.92,,2.7,2.406,0.8300000000000001
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,2.76,1.93,,2.5,2.2845454545454547,0.8299999999999998
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,2.77,1.95,,2.5,2.2845454545454547,0.8200000000000001
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,2.78,1.95,,2.5,2.2845454545454547,0.8299999999999998
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,2.76,1.94,,2.5,2.2845454545454547,0.8199999999999998
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,2.74,1.92,,2.5,2.2845454545454547,0.8200000000000003
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,2.71,1.9,,2.5,2.2845454545454547,0.81
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,2.71,1.91,,2.5,2.2845454545454547,0.8
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,2.68,1.88,,2.5,2.2845454545454547,0.8000000000000003
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,2.68,1.88,,2.5,2.2845454545454547,0.8000000000000003
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,,,,2.5,2.2845454545454547,
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,2.66,1.87,,2.5,2.2845454545454547,0.79
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,2.66,1.88,,2.5,2.2845454545454547,0.7800000000000002
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,2.66,1.89,,2.5,2.2845454545454547,0.7700000000000002
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,2.66,1.9,,2.5,2.2845454545454547,0.7600000000000002
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,2.65,1.9,,2.5,2.2845454545454547,0.75
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,2.66,1.91,,2.5,2.2845454545454547,0.7500000000000002
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,2.67,1.92,,2.5,2.2845454545454547,0.75
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,2.68,1.93,,2.5,2.2845454545454547,0.7500000000000002
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,2.66,1.91,,2.5,2.2845454545454547,0.7500000000000002
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,2.66,1.91,,2.5,2.2845454545454547,0.7500000000000002
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,2.69,1.94,,2.5,2.2845454545454547,0.75
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,2.68,1.93,,2.5,2.2845454545454547,0.7500000000000002
2013-10,0.5,0.12,2.62,0.09,234.921,0.3354545454545454,142.69799999999998,2.65,1.91,,2.5,2.2845454545454547,0.74
2013-11,0.9,0.12,2.72,0.08,235.359,0.3036842105263158,142.69799999999998,2.64,1.89,,2.6,2.4163157894736846,0.7500000000000002
2013-11,0.9,0.12,2.72,0.08,235.359,0.3036842105263158,142.69799999999998,2.66,1.91,,2.6,2.4163157894736846,0.7500000000000002
2013-11,0.9,0.12,2.72,0.08,235.359,0.3036842105263158,142.69799999999998,2.66,1.91,,2.6,2.4163157894736846,0.7500000000000002
2013-11,0.9,0.12,2.72,0.08,235.359,0.3036842105263158,142.69799999999998,2.7,1.94,,2.6,2.4163157894736846,0.7600000000000002
2013-11,0.9,0.12,2.72,0.08,235.359,0.3036842105263158,142.69799999999998,2.7,1.94,,2.6,2.4163157894736846,0.7600000000000002
2013-11,0.9,0.12,2.72,0.08,235.359,0.3036842105263158,142.69799999999998,2.69,1.92,,2.6,2.4163157894736846,0.77
2013-11,0.9,0.12,2.72,0.08,235.359,0.3036842105263158,142.69799999999998,,,,2.6,2.4163157894736846,
2013-11,0.9,0.12,2.72,0.08,235.359,0.3036842105263158,142.69799999999998,2.67,1.9,,2.6,2.4163157894736846,0.77
2013-11,0.9,0.12,2.72,0.08,235.359,0.3036842105263158,142.69799999999998,2.69,1.92,,2.6,2.4163157894736846,0.77
2013-11,0.9,0.12,2.72,0.08,235.359,0.3036842105263158,142.69799999999998,2.72,1.96,,2.6,2.4163157894736846,0.7600000000000002
2013-11,0.9,0.12,2.72,0.08,235.359,0.3036842105263158,142.69799999999998,2.7,1.94,,2.6,2.4163157894736846,0.7600000000000002
2013-11,0.9,0.12,2.72,0.08,235.359,0.3036842105263158,142.69799999999998,2.66,1.91,,2.6,2.4163157894736846,0.7500000000000002
2013-11,0.9,0.12,2.72,0.08,235.359,0.3036842105263158,142.69799999999998,2.66,1.91,,2.6,2.4163157894736846,0.7500000000000002
2013-11,0.9,0.12,2.72,0.08,235.359,0.3036842105263158,142.69799999999998,2.67,1.92,,2.6,2.4163157894736846,0.75
2013-11,0.9,0.12,2.72,0.08,235.359,0.3036842105263158,142.69799999999998,2.65,1.91,,2.6,2.4163157894736846,0.74
2013-11,0.9,0.12,2.72,0.08,235.359,0.3036842105263158,142.69799999999998,2.65,1.9,,2.6,2.4163157894736846,0.75
2013-11,0.9,0.12,2.72,0.08,235.359,0.3036842105263158,142.69799999999998,2.65,1.91,,2.6,2.4163157894736846,0.74
2013-11,0.9,0.12,2.72,0.08,235.359,0.3036842105263158,142.69799999999998,2.63,1.88,,2.6,2.4163157894736846,0.75
2013-11,0.9,0.12,2.72,0.08,235.359,0.3036842105263158,142.69799999999998,2.63,1.88,,2.6,2.4163157894736846,0.75
2013-11,0.9,0.12,2.72,0.08,235.359,0.3036842105263158,142.69799999999998,,,,2.6,2.4163157894736846,
2013-11,0.9,0.12,2.72,0.08,235.359,0.3036842105263158,142.69799999999998,2.61,1.87,,2.6,2.4163157894736846,0.7399999999999998
2013-12,1.2,0.14,2.9,0.09,235.759,0.3399999999999999,142.69799999999998,2.6,1.86,,2.76,2.56,0.74
2013-12,1.2,0.14,2.9,0.09,235.759,0.3399999999999999,142.69799999999998,2.6,1.86,,2.76,2.56,0.74
2013-12,1.2,0.14,2.9,0.09,235.759,0.3399999999999999,142.69799999999998,2.62,1.87,,2.76,2.56,0.75
2013-12,1.2,0.14,2.9,0.09,235.759,0.3399999999999999,142.69799999999998,2.59,1.84,,2.76,2.56,0.7499999999999998
2013-12,1.2,0.14,2.9,0.09,235.759,0.3399999999999999,142.69799999999998,2.58,1.84,,2.76,2.56,0.74
2013-12,1.2,0.14,2.9,0.09,235.759,0.3399999999999999,142.69799999999998,2.57,1.84,,2.76,2.56,0.7299999999999998
2013-12,1.2,0.14,2.9,0.09,235.759,0.3399999999999999,142.69799999999998,2.56,1.83,,2.76,2.56,0.73
2013-12,1.2,0.14,2.9,0.09,235.759,0.3399999999999999,142.69799999999998,2.55,1.8,,2.76,2.56,0.7499999999999998
2013-12,1.2,0.14,2.9,0.09,235.759,0.3399999999999999,142.69799999999998,2.53,1.77,,2.76,2.56,0.7599999999999998
2013-12,1.2,0.14,2.9,0.09,235.759,0.3399999999999999,142.69799999999998,2.5,1.75,,2.76,2.56,0.75
2013-12,1.2,0.14,2.9,0.09,235.759,0.3399999999999999,142.69799999999998,2.5,1.76,,2.76,2.56,0.74
2013-12,1.2,0.14,2.9,0.09,235.759,0.3399999999999999,142.69799999999998,2.5,1.78,,2.76,2.56,0.72
2013-12,1.2,0.14,2.9,0.09,235.759,0.3399999999999999,142.69799999999998,2.5,1.74,,2.76,2.56,0.76
2013-12,1.2,0.14,2.9,0.09,235.759,0.3399999999999999,142.69799999999998,2.42,1.63,,2.76,2.56,0.79
2013-12,1.2,0.14,2.9,0.09,235.759,0.3399999999999999,142.69799999999998,2.38,1.6,,2.76,2.56,0.7799999999999998
2013-12,1.2,0.14,2.9,0.09,235.759,0.3399999999999999,142.69799999999998,2.35,1.57,,2.76,2.56,0.78
2013-12,1.2,0.14,2.9,0.09,235.759,0.3399999999999999,142.69799999999998,2.36,1.58,,2.76,2.56,0.7799999999999998
2013-12,1.2,0.14,2.9,0.09,235.759,0.3399999999999999,142.69799999999998,,,,2.76,2.56,
2013-12,1.2,0.14,2.9,0.09,235.759,0.3399999999999999,142.69799999999998,2.37,1.59,,2.76,2.56,0.78
2013-12,1.2,0.14,2.9,0.09,235.759,0.3399999999999999,142.69799999999998,2.37,1.55,,2.76,2.56,0.8200000000000001
2013-12,1.2,0.14,2.9,0.09,235.759,0.3399999999999999,142.69799999999998,2.35,1.54,,2.76,2.56,0.81
2013-12,1.2,0.14,2.9,0.09,235.759,0.3399999999999999,142.69799999999998,2.33,1.53,,2.76,2.56,0.8
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,,,,2.74,2.466190476190476,
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,2.34,1.55,,2.74,2.466190476190476,0.7899999999999998
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,2.34,1.55,,2.74,2.466190476190476,0.7899999999999998
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,2.32,1.55,,2.74,2.466190476190476,0.7699999999999998
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,2.32,1.55,,2.74,2.466190476190476,0.7699999999999998
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,2.31,1.52,,2.74,2.466190476190476,0.79
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,2.31,1.59,,2.74,2.466190476190476,0.72
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,2.32,1.62,,2.74,2.466190476190476,0.6999999999999997
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,2.34,1.63,,2.74,2.466190476190476,0.71
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,2.34,1.62,,2.74,2.466190476190476,0.7199999999999998
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,2.32,1.6,,2.74,2.466190476190476,0.7199999999999998
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,2.32,1.62,,2.74,2.466190476190476,0.6999999999999997
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,2.33,1.63,,2.74,2.466190476190476,0.7000000000000002
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,,,,2.74,2.466190476190476,
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,2.3,1.61,,2.74,2.466190476190476,0.6899999999999997
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,2.3,1.61,,2.74,2.466190476190476,0.6899999999999997
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,2.32,1.64,,2.74,2.466190476190476,0.6799999999999999
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,2.35,1.7,,2.74,2.466190476190476,0.6500000000000001
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,2.36,1.7,,2.74,2.466190476190476,0.6599999999999999
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,2.35,1.71,,2.74,2.466190476190476,0.6400000000000001
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,2.38,1.74,,2.74,2.466190476190476,0.6399999999999999
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,2.36,1.72,,2.74,2.466190476190476,0.6399999999999999
2014-01,1.3,0.12,2.86,0.07,235.961,0.3938095238095238,150.026,2.4,1.76,,2.74,2.466190476190476,0.6399999999999999
2014-02,0.7,0.13,2.71,0.07,236.185,0.3268421052631579,150.026,2.39,1.74,,2.58,2.383157894736842,0.6500000000000001
2014-02,0.7,0.13,2.71,0.07,236.185,0.3268421052631579,150.026,2.41,1.78,,2.58,2.383157894736842,0.6300000000000001
2014-02,0.7,0.13,2.71,0.07,236.185,0.3268421052631579,150.026,2.42,1.78,,2.58,2.383157894736842,0.6399999999999999
2014-02,0.7,0.13,2.71,0.07,236.185,0.3268421052631579,150.026,2.4,1.77,,2.58,2.383157894736842,0.6299999999999999
2014-02,0.7,0.13,2.71,0.07,236.185,0.3268421052631579,150.026,2.42,1.78,,2.58,2.383157894736842,0.6399999999999999
2014-02,0.7,0.13,2.71,0.07,236.185,0.3268421052631579,150.026,2.42,1.78,,2.58,2.383157894736842,0.6399999999999999
2014-02,0.7,0.13,2.71,0.07,236.185,0.3268421052631579,150.026,2.39,1.75,,2.58,2.383157894736842,0.6400000000000001
2014-02,0.7,0.13,2.71,0.07,236.185,0.3268421052631579,150.026,2.36,1.74,,2.58,2.383157894736842,0.6199999999999999
2014-02,0.7,0.13,2.71,0.07,236.185,0.3268421052631579,150.026,2.39,1.76,,2.58,2.383157894736842,0.6300000000000001
2014-02,0.7,0.13,2.71,0.07,236.185,0.3268421052631579,150.026,2.38,1.75,,2.58,2.383157894736842,0.6299999999999999
2014-02,0.7,0.13,2.71,0.07,236.185,0.3268421052631579,150.026,,,,2.58,2.383157894736842,
2014-02,0.7,0.13,2.71,0.07,236.185,0.3268421052631579,150.026,2.4,1.76,,2.58,2.383157894736842,0.6399999999999999
2014-02,0.7,0.13,2.71,0.07,236.185,0.3268421052631579,150.026,2.41,1.77,,2.58,2.383157894736842,0.6400000000000001
2014-02,0.7,0.13,2.71,0.07,236.185,0.3268421052631579,150.026,2.39,1.76,,2.58,2.383157894736842,0.6300000000000001
2014-02,0.7,0.13,2.71,0.07,236.185,0.3268421052631579,150.026,2.38,1.71,,2.58,2.383157894736842,0.6699999999999999
2014-02,0.7,0.13,2.71,0.07,236.185,0.3268421052631579,150.026,2.38,1.7,,2.58,2.383157894736842,0.6799999999999999
2014-02,0.7,0.13,2.71,0.07,236.185,0.3268421052631579,150.026,2.38,1.69,,2.58,2.383157894736842,0.69
2014-02,0.7,0.13,2.71,0.07,236.185,0.3268421052631579,150.026,2.38,1.7,,2.58,2.383157894736842,0.6799999999999999
2014-02,0.7,0.13,2.71,0.07,236.185,0.3268421052631579,150.026,2.36,1.68,,2.58,2.383157894736842,0.6799999999999999
2014-02,0.7,0.13,2.71,0.07,236.185,0.3268421052631579,150.026,2.35,1.66,,2.58,2.383157894736842,0.6900000000000002
2014-03,1.2,0.12,2.72,0.08,236.625,0.3990476190476191,150.026,2.37,1.69,,2.6,2.320952380952381,0.6800000000000002
2014-03,1.2,0.12,2.72,0.08,236.625,0.3990476190476191,150.026,2.35,1.67,,2.6,2.320952380952381,0.6800000000000002
2014-03,1.2,0.12,2.72,0.08,236.625,0.3990476190476191,150.026,2.36,1.68,,2.6,2.320952380952381,0.6799999999999999
2014-03,1.2,0.12,2.72,0.08,236.625,0.3990476190476191,150.026,2.37,1.68,,2.6,2.320952380952381,0.6900000000000002
2014-03,1.2,0.12,2.72,0.08,236.625,0.3990476190476191,150.026,2.34,1.66,,2.6,2.320952380952381,0.6799999999999999
2014-03,1.2,0.12,2.72,0.08,236.625,0.3990476190476191,150.026,2.36,1.67,,2.6,2.320952380952381,0.69
2014-03,1.2,0.12,2.72,0.08,236.625,0.3990476190476191,150.026,2.37,1.69,,2.6,2.320952380952381,0.6800000000000002
2014-03,1.2,0.12,2.72,0.08,236.625,0.3990476190476191,150.026,2.38,1.69,,2.6,2.320952380952381,0.69
2014-03,1.2,0.12,2.72,0.08,236.625,0.3990476190476191,150.026,2.39,1.69,,2.6,2.320952380952381,0.7000000000000002
2014-03,1.2,0.12,2.72,0.08,236.625,0.3990476190476191,150.026,2.4,1.72,,2.6,2.320952380952381,0.6799999999999999
2014-03,1.2,0.12,2.72,0.08,236.625,0.3990476190476191,150.026,2.4,1.71,,2.6,2.320952380952381,0.69
2014-03,1.2,0.12,2.72,0.08,236.625,0.3990476190476191,150.026,2.42,1.73,,2.6,2.320952380952381,0.69
2014-03,1.2,0.12,2.72,0.08,236.625,0.3990476190476191,150.026,2.37,1.67,,2.6,2.320952380952381,0.7000000000000002
2014-03,1.2,0.12,2.72,0.08,236.625,0.3990476190476191,150.026,2.34,1.65,,2.6,2.320952380952381,0.69
2014-03,1.2,0.12,2.72,0.08,236.625,0.3990476190476191,150.026,2.32,1.64,,2.6,2.320952380952381,0.6799999999999999
2014-03,1.2,0.12,2.72,0.08,236.625,0.3990476190476191,150.026,2.29,1.61,,2.6,2.320952380952381,0.6799999999999999
2014-03,1.2,0.12,2.72,0.08,236.625,0.3990476190476191,150.026,2.28,1.61,,2.6,2.320952380952381,0.6699999999999997
2014-03,1.2,0.12,2.72,0.08,236.625,0.3990476190476191,150.026,2.28,1.62,,2.6,2.320952380952381,0.6599999999999997
2014-03,1.2,0.12,2.72,0.08,236.625,0.3990476190476191,150.026,2.26,1.6,,2.6,2.320952380952381,0.6599999999999997
2014-03,1.2,0.12,2.72,0.08,236.625,0.3990476190476191,150.026,2.25,1.58,,2.6,2.320952380952381,0.6699999999999999
2014-03,1.2,0.12,2.72,0.08,236.625,0.3990476190476191,150.026,2.26,1.59,,2.6,2.320952380952381,0.6699999999999997
2014-04,1.8,0.12,2.71,0.09,237.072,0.4171428571428571,150.026,2.26,1.53,,2.59,2.2928571428571427,0.7299999999999998
